Ссылка;Высказывание;Ключевые слова;Счёт;;;;
https://www.dw.com/ru/%D0%BF%D0%BE%D1%87%D0%B5%D0%BC%D1%83-%D0%BE%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BF%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8-%D0%BD%D0%B5-%D0%B7%D0%B0%D1%89%D0%B8%D1%89%D0%B0%D1%8E%D1%82-%D0%BE%D1%82-%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%B0/a-53089499;Известные науке коронавирусы выживают на поверхностях типа дверных ручек от 4 до 5 дней, оставаясь заразными.;жизнеспособность;6;;;;
https://www.dw.com/ru/%D0%BF%D0%BE%D1%87%D0%B5%D0%BC%D1%83-%D0%BE%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BF%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8-%D0%BD%D0%B5-%D0%B7%D0%B0%D1%89%D0%B8%D1%89%D0%B0%D1%8E%D1%82-%D0%BE%D1%82-%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%B0/a-53089499;Согласно первым исследованиям, на картонной поверхности коронавирус остается заразным в течение 24 часов.;жизнеспособность;7;;;;
https://www.bbc.com/russian/features-51988021;Но это же исследование показало, что новый коронавирус при оседании на картон сохраняет жизнеспособность гораздо дольше - до 24 часов, и до 2-3 дней на пластмассовых и металлических поверхностях.;жизнеспособность;8;;;;
https://www.rbc.ru/rbcfreenews/5f224bde9a79471de4d96cf0;Почти все частицы коронавируса (90%) погибают в воде комнатной температуры в течение 24 часов.;жизнеспособность;9;;;;
https://ru.wikipedia.org/wiki/COVID-19;По данным Китайского центра по контролю и профилактике заболеваний жизнеспособный вирус был обнаружен в фекалиях больных COVID-19, что означает возможность фекально-оральной передачи инфекции, например, через контаминированные руки, пищу и воду[41], однако данный механизм передачи не является основным в случае COVID-19[9].;жизнеспособность, путь заражения;1;;;;
https://savvateev.livejournal.com/298303.html;во всех западных странах уже переболел существенный процент тех, кто мог в принципе легко заразиться коронавирусом.;заболеваемость;1;;;;
https://www.business-gazeta.ru/article/461452;Между тем истинное число людей, зараженных COVID-19, намного выше, чем официальные данные китайского правительства.;заболеваемость;2;;;;
https://www.business-gazeta.ru/article/461452;эпидемиолог из Гарварда Марк Липшиц высказал предположение, что COVID-19 в ближайший год переболеет 40–70 процентов населения планеты.;заболеваемость;3;;;;
https://habr.com/ru/post/494896/;Он полагает, что в десять раз больше людей, чем сообщалось, уже имели Covid-19, но ничего не заметили.;заболеваемость;6;;;;
https://meduza.io/feature/2020/03/05/po-vsemu-miru-bushuet-koronavirus-a-v-rossii-vse-zdorovy-eto-kakoe-to-neveroyatnoe-vezenie-ili-est-drugie-ob-yasneniya;Поэтому я думаю, что коронавирусная инфекция уже давно к нам попала из Китая — и многие ею уже переболели.;заболеваемость;7;;;;
https://www.bbc.com/russian/features-52065978;Именно поэтому основная задача властей по всему миру сейчас - растянуть эпидемию на как можно больший срок, не дав большому количеству людей заболеть Covid-19 одновременно.;заболеваемость;8;;;;
https://www.interfax.ru/russia/723585;Глава Роспотребнадзора Анна Попова заявила, что из-за того, что коронавирус быстро погибает в воде, на российских курортах нет существенного роста заболевших.;заболеваемость;10;;;;
https://www.youtube.com/watch?v=ILjQAU6VkAw&lc=UgwrhVIfjdL3fZNvVx94AaABAg;Могу сказать, что пока наша медицина отлично справляется с коронавирусом, и не дает заразе так быстро развиваться, как в других странах.;заболеваемость;11;;;;
https://www.youtube.com/watch?v=9IOo2lJiseQ&lc=UgwvThfOXpTcphyRK594AaABAg.97dpxiRDRKV98O0I_4gLBZ;Кстати ,много арачей сейчас открывают правду о том ,что были приписки в сторону короны;заболеваемость;12;;;;
https://habr.com/ru/post/494896/#comment_21458160;И R0 число у коронавируса 2-2.5, а значит он может заразить в разы больше людей.;заразность;1;;;;
https://habr.com/ru/post/494896/#comment_21459332;Вывод: по грубой оценке, в равных условиях covid-19 может в 3 раз дольше заражать людей.;заразность;2;;;;
https://www.bbc.com/russian/features-52065978;Важно: носитель нового коронавируса становится опасен для окружающих сразу после заражения - задолго до того, как у него появятся или не появятся первые симптомы.;заразность;3;;;;
https://www.bbc.com/russian/features-52065978;В среднем каждый носитель нового коронавируса успевает заразить от 2 до 4 здоровых людей.;заразность;4;;;;
http://www.privatmed.ru/article/37/239/2538/;Контагиозность COVID-19 существенно ниже, чем при кори, дифтерии и даже коклюше.;заразность;5;;;;
https://www.gazeta.ru/science/2020/07/12_a_13149853.shtml;Коронавирус стал более заразным – почти на треть — из-за мутации ДНК, сообщают гонконгские ученые.;заразность;6;;;;
